HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
13,PV2-13,Referral Source Code,XCN,0,-1,,,,participant.type.coding.system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v3-ParticipationType""",,
13,PV2-13,Referral Source Code,XCN,0,-1,,,,participant.type.text,,string,0,1,,,"""referrer""",,
14,PV2-14,Previous Service Date,DT,0,1,,,,,,,,,,,,,
15,PV2-15,Employment Illness Related Indicator,ID,0,1,,,,,,,,,,,,,
16,PV2-16,Purge Status Code,CWE,0,1,,,,,,,,,,,,,
17,PV2-17,Purge Status Date,DT,0,1,,,,,,,,,,,,,
18,PV2-18,Special Program Code,CWE,0,1,,,,,,,,,,,,,
19,PV2-19,Retention Indicator,ID,0,1,,,,,,,,,,,,,
20,PV2-20,Expected Number of Insurance Plans,NM,0,1,,,,,,,,,,,,,
21,PV2-21,Visit Publicity Code,CWE,0,1,,,,,extension?-publicityCode,CodeableConcept,0,1,CWE[CodeableConcept],PublicityCode,,,
22,PV2-22,Visit Protection Indicator,ID,0,1,,,,meta.security,,Coding,0,-1,ID[Coding],Yes/NoIndicator,,,
23,PV2-23,Clinic Organization Name,XON,0,-1,,,,,,,,,,,,,
24,PV2-24,Patient Status Code,CWE,0,1,,,,,,,,,,,,,
25,PV2-25,Visit Priority Code,CWE,0,1,,,,priority,,CodeableConcept,0,1,CWE[CodeableConcept],EncounterPriority,,,
26,PV2-26,Previous Treatment Date,DT,0,1,,,,,,,,,,,,,
27,PV2-27,Expected Discharge Disposition,CWE,0,1,,,,,,,,,,,,,
28,PV2-28,Signature on File Date,DT,0,1,,,,,,,,,,,,,
29,PV2-29,First Similar Illness Date,DT,0,1,,,,,,,,,,,,,
30,PV2-30,Patient Charge Adjustment Code,CWE,0,1,,,,,,,,,,,,,
31,PV2-31,Recurring Service Code,CWE,0,1,,,,,,,,,,,,,
32,PV2-32,Billing Media Code,ID,0,1,,,,,,,,,,,,,
33,PV2-33,Expected Surgery Date and Time,DTM,0,1,,,,,,,,,,,,,
34,PV2-34,Military Partnership Code,ID,0,1,,,,,,,,,,,,,
35,PV2-35,Military Non-Availability Code,ID,0,1,,,,,,,,,,,,,
36,PV2-36,Newborn Baby Indicator,ID,0,1,,,,,,,,,,,,,
37,PV2-37,Baby Detained Indicator,ID,0,1,,,,,,,,,,,,,
38,PV2-38,Mode of Arrival Code,CWE,0,1,,,,extension[1].url,,,,,,,"""http://hl7.org/fhir/StructureDefinition/encounter-modeOfArrival""",,
38,PV2-38,Mode of Arrival Code,CWE,0,1,,,,extension[1].valueCoding,,Coding,0,1,CWE[Coding],ModeOfArrivalCode,,,
39,PV2-39,Recreational Drug Use Code,CWE,0,-1,,,,,,,,,,,,,
40,PV2-40,Admission Level of Care Code,CWE,0,1,,,,,extension?-admissionLevelOfCare,CodeableConcept,0,1,CWE[CodeableConcept],AdmissionLevelOfCareCode,,,
41,PV2-41,Precaution Code,CWE,0,-1,,,,,,,,,,,,,
42,PV2-42,Patient Condition Code,CWE,0,1,,,,,,,,,,,,,
43,PV2-43,Living Will Code,CWE,0,1,,,,,,,,,,,,,
44,PV2-44,Organ Donor Code,CWE,0,1,,,,,,,,,,,,,
45,PV2-45,Advance Directive Code,CWE,0,-1,,,,,,,,,,,,,
46,PV2-46,Patient Status Effective Date,DT,0,1,,,,,,,,,,,,,
47,PV2-47,Expected LOA Return Date/Time,DTM,0,1,,,,,,,,,,,,,
48,PV2-48,Expected Pre-admission Testing Date/Time,DTM,0,1,,,,,,,,,,,,,
49,PV2-49,Notify Clergy Code,CWE,0,-1,,,,,,,,,,,,,
50,PV2-50,Advance Directive Last Verified Date,DT,0,1,,,,,,,,,,,,,
