HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
33,IN1-33,Lifetime Reserve Days,NM,0,1,,,,,,,,,,,,,
34,IN1-34,Delay Before L.R. Day,NM,0,1,,,,,,,,,,,,,
35,IN1-35,Company Plan Code,CWE,0,1,,,,,,,,,,,,,
36,IN1-36,Policy Number,ST,0,1,,,,,,,,,,,,,
37,IN1-37,Policy Deductible,CP,0,1,,,,,,,,,,,,,
38,IN1-38,Policy Limit - Amount,,,,,,,,,,,,,,,,
39,IN1-39,Policy Limit - Days,NM,0,1,,,,,,,,,,,,,
40,IN1-40,Room Rate - Semi-Private,,,,,,,,,,,,,,,,
41,IN1-41,Room Rate - Private,,,,,,,,,,,,,,,,
42,IN1-42,Insured's Employment Status,CWE,0,1,,,,,,,,,,,,,
43,IN1-43,Insured's Administrative Sex,CWE,0,1,,,,,,,,,,,,,
44,IN1-44,Insured's Employer's Address,XAD,0,-1,,,,,,,,,,,,,
45,IN1-45,Verification Status,ST,0,1,,,,,,,,,,,,,
46,IN1-46,Prior Insurance Plan ID,CWE,0,1,,,,,,,,,,,,,
47,IN1-47,Coverage Type,CWE,0,1,,,,,,,,,,,,,
48,IN1-48,Handicap,CWE,0,1,,,,,,,,,,,,,
49,IN1-49,Insured's ID Number,CX,0,-1,,,,extension[1].url,,uri,,,,,"""http://hl7.org/fhir/5.0/StructureDefinition/extension-subscriberId""",,
49,IN1-49,Insured's ID Number,CX,0,-1,,,,extension[1].valueIdentifier,,Identifier,,,CX[Identifier],,,,
50,IN1-50,Signature Code,CWE,0,1,,,,,,,,,,,,,
51,IN1-51,Signature Code Date,DT,0,1,,,,,,,,,,,,,
52,IN1-52,Insured's Birth Place,ST,0,1,,,,,,,,,,,,,
53,IN1-53,VIP Indicator,CWE,0,1,,,,,,,,,,,,,
54,IN1-54,External Health Plan Identifiers,CX,0,-1,,,,,,,,,,,,,
55,IN1-55,Insurance Action Code,ID,0,1,,,,,,,,,,,,,
