HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23.1 IS ""C""",,,telecom[2].extension[1].valueBoolean,,boolean,0,1,,,"""true""",,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23.1 IS ""E""",,,telecom[3].extension[1].url,,uri,0,1,,,"""http://hl7.org/fhir/StructureDefinition/iso21090-preferred""",,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23.1 IS ""E""",,,telecom[3].extension[1].valueBoolean,,boolean,0,1,,,"""true""",,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23 IS ""F""",,,telecom[4].extension[1].url,,uri,0,1,,,"""http://hl7.org/fhir/StructureDefinition/iso21090-preferred""",,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23 IS ""F""",,,telecom[4].extension[1].valueBoolean,,boolean,0,1,,,"""true""",,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23 IS ""H""",,,telecom[5].extension[1].url,,uri,0,1,,,"""http://hl7.org/fhir/StructureDefinition/iso21090-preferred""",,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23 IS ""H""",,,telecom[5].extension[1].valueBoolean,,boolean,0,1,,,"""true""",,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23 IS ""O""",,,telecom[6].extension[1].url,,uri,0,1,,,"""http://hl7.org/fhir/StructureDefinition/iso21090-preferred""",,
23,PRT-23,Preferred Method of Contact,CWE,0,1,"IF PRT-23 IS ""O""",,,telecom[6].extension[1].valueBoolean,,boolean,0,1,,,"""true""",,
24,PRT-24,Contact Identifiers,PLN,0,-1,,,,identifier[2],,Identifier,0,-1,PLN[Identifier],,,,
