HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
15,RXO-15,Pharmacist/Treatment Supplier's Verifier ID,XCN,0,-1,,,,,,,,,,,,,
16,RXO-16,Needs Human Review,ID,0,1,,,,,,,,,,,,,
17,RXO-17,Requested Give Per (Time Unit),ST,0,1,,,,,,,,,,,,,
18,RXO-18,Requested Give Strength,NM,0,1,,,,medicationReference(Medication.ingredient.strength.numerator.value,,,,,,,,,
19,RXO-19,Requested Give Strength Units,CWE,0,1,IF RXO-19.1 IS VALUED OR RXO-19.3 IS VALUED,,,medicationReference(Medication.ingredient.strength.numerator.code,,code,,,CWE[Code],RequestedGiveStrengthUnits,,,
19,RXO-19,Requested Give Strength Units,CWE,0,1,IF RXO-19.1 IS NOT VALUED AND RXO-19.3 IS NOT VALUED,,,medicationReference(Medication.ingredient.strength.numerator.unit,,string,,,CWE[String],,,,
20,RXO-20,Indication,CWE,0,-1,,,,,,,,,,,,,
21,RXO-21,Requested Give Rate Amount,ST,0,1,,,,,,,,,,,,,
22,RXO-22,Requested Give Rate Units,CWE,0,1,,,,,,,,,,,,,
23,RXE-19,Total Daily Dose,CQ,0,1,,,,dosageInstruction.maxDosePerPeriod.numerator,,Quantity,0,1,CQ[Quantity],,,,
23,RXE-19,Total Daily Dose,CQ,0,1,,,,dosageInstruction.maxDosePerPeriod.denominator.value,,Quantity,0,1,,,"""1""",,
23,RXE-19,Total Daily Dose,CQ,0,1,,,,dosageInstruction.maxDosePerPeriod.denominator.code,,,,,,,"""d""",,
24,RXO-24,Supplementary Code,CWE,0,-1,,,,,,,,,,,,,
25,RXO-25,Requested Drug Strength Volume,NM,0,1,,,,medicationReference(Medication.ingredient.strength.denominator.value,,decimal,,,,,,,
26,RXO-26,Requested Drug Strength Volume Units,CWE,0,1,IF RXO-26.1 IS VALUED OR RXO-26.3 IS VALUED,,,medicationReference(Medication.ingredient.strength.denominator.code,,code,,,,RequestedDrugStrengthVolumeUnits,,,
26,RXO-26,Requested Drug Strength Volume Units,CWE,0,1,IF RXO-26.1 IS NOT VALUED AND RXO-26.3 IS NOT VALUED,,,medicationReference(Medication.ingredient.strength.denominator.unit,,string,,,CWE[String],,,,
27,RXO-27,Pharmacy Order Type,ID,0,1,,,,,,,,,,,,,
28,RXO-28,Dispensing Interval,NM,0,1,,,,,,,,,,,,,
29,RXO-29,Medication Instance Identifier,EI,0,1,,,,,,,,,,,,,
30,RXO-30,Segment Instance Identifier,EI,0,1,,,,,,,,,,,,,
31,RXO-31,Mood Code,CNE,0,1,,,,,,,,,,,,,
32,RXO-32,Dispensing Pharmacy,CWE,0,1,,,,,,,,,,,,,
33,RXO-33,Dispensing Pharmacy Address,XAD,0,1,,,,,,,,,,,,,
34,RXO-34,Deliver-to Patient Location,PL,0,1,,,,,,,,,,,,,
35,RXO-35,Deliver-to Address,XAD,0,1,,,,,,,,,,,,,
36,RXO-36,Pharmacy Phone Number,XTN,0,-1,,,,,,,,,,,,,
