HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
16,MSH-16,Application Acknowledgment Type,ID,0,1,,,,,MessageHeader.#ext-applicationAcknowledgementType#,,,,,Acknowledgements,,,Check what LRI/LOI terminology is and use that.
17,MSH-17,Country Code,ID,0,1,,,,MessageHeader.sender(Organization.address.country),,string,0,1,,Countries,,,
18,MSH-18,Character Set,ID,0,-1,,,,,,,,,,,,,
19,MSH-19,Principal Language Of Message,CWE,0,1,,,,MessageHeader.language,,code,0,1,CWE[Code],Language,,,"This does only cover the MessageHeader resource. Need to have clarity that if other resources that are part of the message that do not have Resource.meta.language valued, then it is assumed to follow MessageHeader.meta.language?? Doesn't seem RESTful, so what is the default for Resource.meta.language?"
20,MSH-20,Alternate Character Set Handling Scheme,ID,0,1,,,,,,,,,,,,,
21,MSH-21,Message Profile Identifier,EI,0,-1,,,,,MessageHeader.definition(MessageDefinition)???,,,,EI[MSH-21],,,,"Need to support multiple profiles. Also, comment on implicitRules is highly idealistic."
22,MSH-22,Sending Responsible Organization,XON,0,1,,,,MessageHeader.responsible(Organization),,Reference(Organization),0,1,XON[Organization],,,,
23,MSH-23,Receiving Responsible Organization,XON,0,1,,,,MessageHeader.destination[1].receiver(Organization),,Reference(Organization),0,-1,XON[Organization],,,,This is an alternate representation of MSH-6.  The local implementation needs to determine whech components of HD vs. XON to be used and whether it may even yield a separate Organization reference.
24,MSH-24,Sending Network Address,HD,0,1,,,,Messageheader.source,,Backbone Element,1,1,HD[MessageHeader],,,,"We believe that if MSH-24 is vaued, although it is rarely valued, it contains better information for the MessageHeader.source.endpoint.  However, one may either still want to use MSH-3 in total or a combination of content from MSH-3 and MSH-24.  That is a local implementation decision to adjust the mapping accordingly."
25,MSH-25,Receiving Network Address,HD,0,1,,,,MessageHeader.destination[2],,uri,0,-1,HD[MessageHeader],,,,This is an alternate representation of MSH-5.  Need to agree on prioritization.
